;Unnamed: 0;created_at;favorite_count;id_str;is_retweet;retweet_count;source;text;sentiment ;topic_words
206;206;2018-02-15 19:22:16;0;964218319783055360;True;8066;Twitter for iPad;RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws, creating a mass amnesty for over 10 millioâ€¦;-0.0258;['OUR', 'Middle', 'time']
207;207;2018-02-15 17:33:41;82917;964190995687591936;False;19798;Media Studio;In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are stronger than the forces of hatred and evil - and these bonds grow even stronger in the hours of our greatest need. https://t.co/bu140nscez https://t.co/OoTXMCSexB;-0.4215;['police', 'prayers', 'spoke']
208;208;2018-02-15 14:57:21;101611;964151653669711872;False;20824;Twitter for iPhone;While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be strongly considering a system of Merit Based Immigration so that we will have the people ready, willing and able to help all of those companies moving into the USA!;0.8832;['Pennsylvania', 'Tax', 'Schumer']
209;209;2018-02-15 12:12:41;89553;964110212885106688;False;21034;Twitter for iPhone;So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities, again and again!;-0.8777;['Increase', 'Pay', 'and/or']
210;210;2018-02-14 20:55:01;111834;963879275324760064;False;19524;Twitter for iPhone;Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.;-0.4767;['media', 'stories', 'history']
211;211;2018-02-14 20:50:11;174183;963878055969198080;False;39628;Twitter for iPhone;My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or anyone else should ever feel unsafe in an American school.;-0.765;['immigration', 'system', 'lottery']
212;212;2018-02-14 19:11:32;56369;963853233000275968;False;11359;Twitter for iPad;Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members of my Cabinet - to discuss the urgent need to rebuild and restore Americaâ€™s depleted infrastructure. https://t.co/8ByoQJsjTT https://t.co/BVBRDvHfcC;0.836;['prayers', 'officers', 't.co/AoingY77Ky']
213;213;2018-02-14 18:15:12;65423;963839056533626880;False;15026;Media Studio;As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: https://t.co/Sw1iGIJgWV https://t.co/Nx0AEKZy5p;0.9246;['DACA', 'branches', 'government']
214;214;2018-02-13 10:52:47;107190;963365328716812288;False;22659;Twitter for iPhone;Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldnâ€™t it be great if we could finally, after so many years, solve the DACA puzzle. This will be our last chance, there will never be another opportunity! March 5th.;0.7733;['corrupt', 'conversations', 'Tom']
215;215;2018-02-13 10:43:22;105996;963362959463469056;False;22903;Twitter for iPhone;Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Democrats. After many years we have taken care of our Military, now we have to fix our roads, bridges, tunnels, airports and more. Bipartisan, make deal Dems?;0.8074;['Dossier', 'view', 'mishandling']
216;216;2018-02-12 20:48:16;67800;963152799486828544;False;14387;Twitter for iPhone;The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I look forward to every year. See you at #CPAC2018!;0.8439;['career', 'lives', 'someone']
217;217;2018-02-12 12:54:32;87081;963033580107653120;False;16854;Twitter for iPhone;Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words while on @foxandfriends. We are fighting this terrible epidemic hard - Nick will not have died in vain!;0.6695;['people', 'price', 'time']
218;218;2018-02-12 12:46:56;139472;963031666150313984;False;30446;Twitter for iPhone;This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now time to start investing in OUR Country!;-0.632;['lack', 'methods', 'sources']
219;219;2018-02-11 20:36:08;77715;962787355932360704;False;14954;Twitter for iPhone;Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy!;-0.3164;['claims', 'low', 'year']
220;220;2018-02-11 20:26:03;97505;962784821389996032;False;24147;Twitter for iPhone;"Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FANTASTIC Senator. He is strong &amp; smart, loves Pennsylvania &amp; loves our Country! Voted for Tax Cuts, unlike Bob Casey, who listened to Tax Hikers Pelosi and Schumer!";0.9761;['Bill', 'negotiations', 'votes']
221;221;2018-02-11 19:15:32;125039;962767075457593344;False;25082;Twitter for iPhone;"4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently Passed Tax Cut &amp; Jobs Bill....and it will only get better! We are far ahead of schedule.";0.7263;['Republicans', 'spending', 'things']
222;222;2018-02-11 18:21:48;123868;962753552824365056;False;31128;Twitter for iPhone;So many positive things going on for the U.S.A. and the Fake News Media just doesnâ€™t want to go there. Same negative stories over and over again! No wonder the People no longer trust the media, whose approval ratings are correctly at their lowest levels in history!    #MAGA;-0.4226;['JOBS', 'time', 'everything']
223;223;2018-02-10 23:34:08;119333;962469767109009408;False;32066;Media Studio;My Administration has identified three major priorities for creating a safe, modern and lawful immigration system: fully securing the border, ending chain migration, and canceling the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/xV1lgfhjBU;0.8932;['lobbyist', 'oligarch', 'fame']
224;224;2018-02-10 21:18:23;85046;962435602296786944;False;20517;Twitter for iPhone;My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. https://t.co/AoingY77Ky;0.0;['lottery', 'immigration', 'system']
225;225;2018-02-10 18:50:02;118224;962398269593784320;False;30571;Twitter for iPhone;Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in 2008-2011, and they decided not to do anything about DACA. They only want to use it as a campaign issue. Vote Republican!;0.2244;['Godâ€™s', 'land', 'nations']
226;226;2018-02-10 18:34:49;75810;962394439846191104;False;19990;Twitter for iPhone;"....agencies, not just the FBI &amp; DOJ, now the State Department to dig up dirt on him in the days leading up to the Election. Comey had conversations with Donald Trump, which I donâ€™t believe were accurate...he leaked information (corrupt).â€� Tom Fitton of Judicial Watch on @FoxNews";-0.5719;['Henry', 'China', 'Middle']
227;227;2018-02-10 18:16:20;101513;962389786328797184;False;25875;Twitter for iPhone;â€œMy view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the Clinton/DNC Dossier, it shows that heâ€™s been victimized. Heâ€™s been victimized by the Obama Administration who were using all sorts of.......;-0.6808;['hands', 'proclaim', 'founders']
228;228;2018-02-10 15:33:35;136957;962348831789797376;False;37304;Twitter for iPhone;Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?;-0.8442;['producer', 'remarks', 'leaders']
229;229;2018-02-10 15:20:05;105760;962345433170415616;False;32882;Twitter for iPhone;"According to the @nytimes, a Russian sold phony secrets on â€œTrumpâ€� to the U.S. Asking price was $10 million, brought down to $1 million to be paid over time. I hope people are now seeing &amp; understanding what is going on here. It is all now starting to come out - DRAIN THE SWAMP!";0.4926;['sequester', 'today', 'Republicans']
230;230;2018-02-10 14:20:35;117713;962330457886076928;False;32384;Twitter for iPhone;The Democrats sent a very political and long response memo which they knew, because of sources and methods (and more), would have to be heavily redacted, whereupon they would blame the White House for lack of transparency. Told them to re-do and send back in proper form!;-0.6114;['Republic', 'Winter', 'people']
231;231;2018-02-10 14:02:54;64927;962326008127946752;False;13834;Twitter for iPhone;Jobless claims have dropped to a 45 year low!;-0.3382;['opportunity', 'Republic', 't.co/aboM2Up48y']
232;232;2018-02-09 13:59:13;89668;961962694650757120;False;21465;Twitter for iPhone;Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyond. This Bill is a BIG VICTORY for our Military, but much waste in order to get Dem votes. Fortunately, DACA not included in this Bill, negotiations to start now!;-0.6114;['news', ' Market', 'Stock']
233;233;2018-02-09 13:47:28;110663;961959738853548032;False;28187;Twitter for iPhone;Without more Republicans in Congress, we were forced to increase spending on things we do not like or want in order to finally, after many years of depletion, take care of our Military. Sadly, we needed some Dem votes for passage. Must elect more Republicans in 2018 Election!;-0.4449;['SpaceX', 'ingenuity', 'partners']
234;234;2018-02-09 13:39:15;130615;961957671246159872;False;27278;Twitter for iPhone;Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them everything â€” and more. First time this has happened in a long time. Also means JOBS, JOBS, JOBS!;0.7959;['Ronald', 'BIRTHDAY', 'United']
235;235;2018-02-09 03:22:53;127896;961802557646569472;False;39958;Twitter for iPhone;Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did not want a â€œpaper trailâ€� on a â€œprivateâ€� meeting (in London) he requested with Steele of fraudulent Dossier fame. All tied into Crooked Hillary.;0.5529;['reforms', 't.co/4OaXXuj9Va', 'leaders']
236;236;2018-02-08 23:26:22;97893;961743032952459264;False;24162;Twitter for iPhone;Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X;0.6124;['lottery', 'programs', 'system']
237;237;2018-02-08 20:10:58;110326;961693860916289536;False;30800;Twitter for iPad;As long as we open our eyes to Godâ€™s grace - and open our hearts to Godâ€™s love - then America will forever be the land of the free, the home of the brave, and a light unto all nations. #NationalPrayerBreakfast https://t.co/1cwxs3l0uK;0.9287;['package', 'reform', 'migration']
238;238;2018-02-08 18:44:00;79956;961671974153080832;False;13629;Twitter for iPhone;I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.;0.0;['man', 'family', 'prayers']
239;239;2018-02-08 17:13:13;107158;961649129834283008;False;29398;Twitter for iPad;Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares â€œIN GOD WE TRUST.â€� And we place our hands on our hearts as we recite the Pledge of Allegiance and proclaim that we are â€œOne Nation Under God.â€� #NationalPrayerBreakfast https://t.co/zukP40Ezpo;0.4278;['linebacker', 'person', 'country']
240;240;2018-02-08 11:08:39;106381;961557382387167232;False;17876;Twitter for iPhone;Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and political leaders, and many friends, including T.V. producer Mark Burnett of our wonderful 14 season Apprentice triumph, will be there. Looking forward to seeing all!;0.9359;['way', 'paychecks', 'taxes']
241;241;2018-02-07 22:36:15;109471;961368036782628864;False;23230;Twitter for iPhone;The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great. Republicans and Democrats must support our troops and support this Bill!;0.9465;['grit', 'Devin', ' Nunes']
242;242;2018-02-07 22:13:16;70576;961362249880252416;False;13349;Media Studio;Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean people have built is truly an inspiration! https://t.co/giN2B1h6Ph;0.9470000000000001;['DACA', 'deal', 'time']
243;243;2018-02-07 18:01:05;65509;961298788219420672;False;12803;Media Studio;Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that you are a truly GREAT NATION! https://t.co/aboM2Up48y;0.9666;['information', 'leakers', 'hearings']
245;245;2018-02-07 14:59:49;112672;961253168968622080;False;22005;Twitter for iPhone;In the â€œold days,â€� when good news was reported, the Stock Market would go up. Today, when good news is reported, the Stock Market goes down. Big mistake, and we have so much good (great) news about the economy!;0.7644;['taxes', 'thanks', 'people']
246;246;2018-02-07 03:05:45;167618;961073467784421376;False;31726;Twitter for iPhone;Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement, along with @NASAâ€™s commercial and international partners, continues to show American ingenuity at its best! https://t.co/eZfLSpyJPK;0.9215;['Super', 'Congratulations', ' Eagles']
247;247;2018-02-07 00:48:01;181719;961038807658352640;False;33058;Twitter for iPhone;HAPPY BIRTHDAY to our 40th President of the United States of America, Ronald Reagan! https://t.co/JtEglBhm4c;0.8188;['thoughts', 'victims', 'prayers']
248;248;2018-02-06 22:45:50;76121;961008057756127232;False;18392;Media Studio;Today, we heard the experiences of law enforcement professionals and community leaders working to combat the threat of MS-13, and the reforms we need from Congress to defeat it. Watch here: https://t.co/VPMTnko7Ik https://t.co/4OaXXuj9Va;-0.8316;['FBI', 'straight', 'law']
249;249;2018-02-06 16:05:42;92746;960907362109452288;False;25680;Twitter for iPhone;We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs that hurt our economic and national security. https://t.co/rP9Gtr2E5N;-0.25;['FBI', 'FISA', 'election']
250;250;2018-02-06 16:00:43;89740;960906105982464000;False;23645;Twitter for iPhone;"Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the border, ends chain migration &amp; cancels the visa lottery. If Dâ€™s oppose this deal, they arenâ€™t serious about DACA-they just want open borders. https://t.co/XDMcDOr9vM";0.5256;['Russia', 'year', 'talks']
251;251;2018-02-06 13:37:00;104741;960869939694505984;False;20956;Twitter for iPhone;My prayers and best wishes are with the family of Edwin Jackson, a wonderful young man whose life was so senselessly taken. @Colts;0.8591;['probe', 'year', 'disgrace']
252;252;2018-02-06 13:32:57;142978;960868920428253184;False;36136;Twitter for iPhone;So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of many such preventable tragedies. We must get the Dems to get tough on the Border, and with illegal immigration, FAST!;-0.9151;['refuse', 'someday', 'polls']
253;253;2018-02-05 20:42:01;105977;960614513224667136;False;22886;Twitter for iPhone;Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way DOWN, and America is once again OPEN FOR BUSINESS! https://t.co/GISFbDDGXX;-0.0836;['men', 'honor', 'USCIS']
254;254;2018-02-05 15:08:51;133744;960530665702912000;False;35787;Twitter for iPhone;Representative Devin Nunes, a man of tremendous courage and grit, may someday be recognized as a Great American Hero for what he has exposed and what he has had to endure!;0.8977;['orator', 'disgustâ€�', 'America']
255;255;2018-02-05 14:36:40;123371;960522569492426752;False;30023;Twitter for iPhone;Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of time. March 5th is rapidly approaching and the Dems seem not to care about DACA. Make a deal!;-0.8467;['start', 't.co/upqSvBhRqJ', 'result']
256;256;2018-02-05 12:39:10;142317;960492998734868480;False;43004;Twitter for iPhone;Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washington, right up there with Comey, Warner, Brennan and Clapper! Adam leaves closed committee hearings to illegally leak confidential information. Must be stopped!;-0.8619;['fact', 'allies', 'Tom']
257;257;2018-02-05 12:17:57;107638;960487657691385856;False;22763;Twitter for iPhone;Thank you to @foxandfriends for exposing the truth. Perhaps thatâ€™s why your ratings are soooo much better than your untruthful competition!;0.7088;['people', 'something', 'Republicans']
258;258;2018-02-05 12:11:56;120989;960486144818450432;False;30625;Twitter for iPhone;The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working. Dems want to greatly raise taxes for really bad and non-personal medical care. No thanks!;-0.4951;['chance', 'deal', 'March']
259;259;2018-02-05 03:54:42;212429;960361010904338432;False;36253;Twitter for iPhone;Congratulations to the Philadelphia Eagles on a great Super Bowl victory!;0.9215;['people', 'speech', 'history']
260;260;2018-02-04 16:58:14;141922;960195808141414400;False;22937;Twitter for iPhone;My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Thank you to our incredible First Responders for the work theyâ€™ve done!;-0.3802;['DACA', 'nothing', 'fix']
261;261;2018-02-04 00:53:18;130832;959952974826098688;False;35940;Twitter for iPhone;...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants the FBI to be a nonpartisan enforcer of the law....The FBI wasnâ€™t straight with Congress, as it hid most of these facts from investigators.â€� Wall Street Journal;-0.5994;['West', 'TAX', 'Republican']
262;262;2018-02-04 00:40:24;130687;959949725028974592;False;37037;Twitter for iPhone;â€œThe four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....;-0.765;['HHSGov', 'Congratulations', 'Secretary']
263;263;2018-02-04 00:26:23;136102;959946200488271872;False;30276;Twitter for iPhone;Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russia, Russia, despite the fact that, after a year of looking, there is No Collusion!;0.4926;['lows', 'record', 'economy']
264;264;2018-02-03 14:40:27;141909;959798743842349056;False;39282;Twitter for iPhone;This memo totally vindicates â€œTrumpâ€� in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion and there was no Obstruction (the word now used because, after one year of looking endlessly and finding NOTHING, collusion is dead). This is an American disgrace!;-0.7579;['LOWEST', 'RATE', 'Somebody']
265;265;2018-02-03 14:40:23;156630;959798726381457408;False;34992;Twitter for iPhone;Rasmussen just announced that my approval rating jumped to 49%, a far better number than I had in winning the Election, and higher than certain â€œsacred cows.â€� Other Trump polls are way up also. So why does the media refuse to write this? Oh well, someday!;0.8999;['Security', 'Obstruction', 'funding']
268;268;2018-02-02 22:26:22;71009;959553606134345728;False;14643;Twitter for iPad;Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. Customs and Border Protection National Targeting Center in Sterling, Virginia. Fact sheet: https://t.co/Q027Wgdzdo https://t.co/NecuA0y1Sk;0.8591;['others', 't.co/25W0SZHTOu', 'millions']
269;269;2018-02-02 18:07:08;77697;959488369293254656;False;17672;Twitter for iPad;â€œTrump the orator outlines the greatness of America to Democratsâ€™ disgustâ€� https://t.co/XpirrtTY6V;0.0;['reasons', 'procedures', 'border']
270;270;2018-02-02 18:05:49;108146;959488037766955008;False;27604;Twitter for iPad;"With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 is off to great start!
âœ…Unemployment rate at 4.1%.
âœ…Average earnings up 2.9% in the last year.
âœ…200,000 new American jobs.
âœ…#MAGAðŸ‡ºðŸ‡¸ https://t.co/upqSvBhRqJ";0.8252;['Davos2018', 'Thank', 'WEF']
271;271;2018-02-02 11:49:14;161884;959393270144086016;False;52193;Twitter for iPhone;â€œYou had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create a Dossier which was used by their allies in the Obama Administration to convince a Court misleadingly, by all accounts, to spy on the Trump Team.â€� Tom Fitton, JW;0.8143;['fact', 'Schumer', 'immigration']
272;272;2018-02-02 11:33:58;139322;959389424806191104;False;40439;Twitter for iPhone;"The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigative process in favor of Democrats and against Republicans - something which would have been unthinkable just a short time ago. Rank &amp; File are great people!";0.9059999999999999;['Switzerland', 'U.S.A.', 'people']
273;273;2018-02-02 03:32:48;124250;959268334935203840;False;28843;Twitter for iPhone;The Democrats just arenâ€™t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or theyâ€™ll disappoint you again. We have a great chance to make a deal or, blame the Dems! March 5th is coming up fast.;0.3164;['WEF18', 'Switzerland', 'World']
274;274;2018-02-01 12:02:49;184812;959034299222843392;False;37362;Twitter for iPhone;Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched, the highest number in history. @FoxNews beat every other Network, for the first time ever, with 11.7 million people tuning in. Delivered from the heart!;0.8221;['Switzerland', 'friendship', 'meeting']
275;275;2018-02-01 11:51:43;123474;959031505145212928;False;29920;Twitter for iPhone;March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist, Blame, Complain and Obstruct - and do nothing. Start pushing Nancy Pelosi and the Dems to work out a DACA fix, NOW!;-0.636;['honor', 'morning', 'WEF18']
276;276;2018-02-01 11:43:17;138117;959029384052166656;False;28485;Twitter for iPhone;Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructure and discussing Immigration and DACA, not easy when we have no support from the Democrats. NOT ONE DEM VOTED FOR OUR TAX CUT BILL! Need more Republicans in â€˜18.;0.8049;['Switzerland', 'SquawkCNBC', 'WEF18']
278;278;2018-01-29 20:12:39;84209;958070403901124608;False;16431;Twitter for iPhone;Congratulations to Americaâ€™s new Secretary of @HHSGov, Alex Azar! https://t.co/Y9inQaCt7o;0.636;['Netanyahu', 'Switzerland', 'meeting']
279;279;2018-01-28 13:18:33;199787;957603804383465472;False;42337;Twitter for iPhone;Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler, as an example, is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!;0.2481;['opportunities', 'relationship', 'meeting']
280;280;2018-01-28 13:18:32;240489;957603800579297280;False;64122;Twitter for iPhone;Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!;-0.6399;['country', 'WINNING', 'economy']
281;281;2018-01-28 04:08:02;157413;957465263129219072;False;35964;Twitter for iPhone;"Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are only interested in Obstruction!";0.2444;['honor', 'leaders', 'era']
282;282;2018-01-28 03:58:02;175856;957462746060206080;False;47047;Twitter for iPhone;"I have offered DACA a wonderful deal, including a doubling in the number of recipients &amp; a twelve year pathway to citizenship, for two reasons: (1) Because the Republicans want to fix a long time terrible problem. (2) To show that Democrats do not want to solve DACA, only use it!";-0.2695;['prayers', 'thoughts', 'families']
283;283;2018-01-27 22:59:52;114304;957387711693905920;False;22155;Twitter for iPhone;Taliban targeted innocent Afghans, brave police in Kabul today. Our thoughts and prayers go to the victims, and first responders. We will not allow the Taliban to win!;0.7861;['Jobs', 'powerhouse', 'investment']
284;284;2018-01-27 19:30:24;107944;957334999522533376;False;25987;Twitter for iPhone;On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, and the millions of others who perished in the evil Nazi Genocide. We pledge with all of our might and resolve: Never Again! https://t.co/PfHM7UiZ0C https://t.co/25W0SZHTOu;-0.8955;['people', 'safety', 'defeat']
285;285;2018-01-27 11:55:58;124248;957220637705109504;False;29292;Twitter for iPhone;"Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we very badly NEED THE WALL. Must also end loophole of â€œcatch &amp; releaseâ€� and clean up the legal and other procedures at the border NOW for Safety &amp; Security reasons.";0.8692;['Lisa', 'Samsung', 'messages']
286;286;2018-01-26 23:27:23;72341;957032249509097472;False;16392;Twitter for iPhone;Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B;0.8588;['job', 'others', 'hours']
287;287;2018-01-26 17:16:44;119475;956938973326098432;False;26389;Twitter for iPhone;DACA has been made increasingly difficult by the fact that Cryinâ€™ Chuck Schumer took such a beating over the shutdown that he is unable to act on immigration!;-0.6996;['answer', 'deal', 'Strength']
288;288;2018-01-26 17:12:32;112306;956937916374138880;False;22686;Twitter for iPhone;Heading back from a very exciting two days in Davos, Switzerland. Speech on Americaâ€™s economic revival was well received. Many of the people I met will be investing in the U.S.A.! #MAGA;0.7082;['time', 'stories', 'texts']
289;289;2018-01-26 12:54:36;52421;956873004776116224;False;10132;Twitter for iPhone;Join me live at the 2018 World Economic Forum in Davos, Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8;0.3595;['time', 'stories', 'texts']
290;290;2018-01-26 11:23:07;55881;956849981528379392;False;10795;Twitter for iPhone;Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our great friendship. Such an honor to be in Switzerland! #WEF18 https://t.co/87pLrCpQkZ;0.9508;['end', 'sources', 'World']
291;291;2018-01-26 10:46:48;63689;956840839627595776;False;12518;Twitter for iPhone;It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. Many great discussions! #WEF18 https://t.co/SaPzwVhDiB;0.8221;['Democrats', 'Republicans', 'win']
292;292;2018-01-26 10:11:26;36719;956831942351183872;False;6604;Twitter for iPhone;Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos, Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd;0.5411;['Democrats', 'base', 'government']
293;293;2018-01-25 22:38:21;84228;956657520562573312;False;17824;Twitter for iPhone;Today, Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nationâ€™s eternal quest to expand the boundaries of human potential. https://t.co/clBsJTGz8B https://t.co/jTJkusdBQA;0.5267;['security', 'services', 'Democrats']
294;294;2018-01-25 18:03:29;73018;956588348864454656;False;15210;Twitter for iPhone;Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos, Switzerland! #WEF18 https://t.co/2sZM9YI7tJ;0.0;['presidency', 'statements', 'grade']
295;295;2018-01-25 17:25:53;76560;956578887160532992;False;16111;Twitter for iPhone;Great bilateral meeting with Prime Minister Theresa May of the United Kingdom, affirming the special relationship and our commitment to work together on key national security challenges and economic opportunities. #WEF18 https://t.co/FPP8aRDAyt;0.9477;['Republicans', 'immigrants', 'term']
296;296;2018-01-25 00:27:00;153096;956322473955545088;False;28521;Twitter for iPhone;Will soon be heading to Davos, Switzerland, to tell the world how great America is and is doing. Our economy is now booming and with all I am doing, will only get better...Our country is finally WINNING again!;0.8599;['hostage', 'hapâ€¦', 'immigration']
297;297;2018-01-24 22:51:20;79440;956298399946563584;False;16891;Media Studio;It was my great honor to welcome Mayorâ€™s from across America to the WH. My Administration will always support local government - and listen to the leaders who know their communities best. Together, we will usher in a bold new era of Peace and Prosperity! https://t.co/dmYECTnk0a https://t.co/RSv7V7r0DT;0.9738;['father', 'FoxNews', 'America']
298;298;2018-01-24 20:26:16;98925;956261892640604160;False;19372;Twitter for iPhone;Earlier today, I spoke with @GovMattBevin of Kentucky regarding yesterdayâ€™s shooting at Marshall County High School. My thoughts and prayers are with Bailey Holt, Preston Cope, their families, and all of the wounded victims who are in recovery. We are with you!;-0.3802;['women', 'office', 'FoxNews']
299;299;2018-01-24 11:58:58;147591;956134228726558720;False;33406;Twitter for iPhone;Tremendous investment by companies from all over the world being made in America. There has never been anything like it. Now Disney, J.P. Morgan Chase and many others. Massive Regulation Reduction and Tax Cuts are making us a powerhouse again. Long way to go! Jobs, Jobs, Jobs!;-0.5986;['calendar', 'construct', 'look']
300;300;2018-01-24 04:07:27;155261;956015565776277504;False;36887;Twitter for iPhone;Cryinâ€™ Chuck Schumer fully understands, especially after his humiliating defeat, that if there is no Wall, there is no DACA. We must have safety and security, together with a strong Military, for our great people!;0.616;['country', 'People', 'nothing']
301;301;2018-01-24 03:54:22;127998;956012274942128128;False;32286;Twitter for iPhone;Where are the 50,000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!;0.3164;['length', 'months', 'office']
302;302;2018-01-23 14:16:02;97892;955806333667807232;False;21698;Twitter for iPhone;Thank you to General John Kelly, who is doing a fantastic job, and all of the Staff and others in the White House, for a job well done. Long hours and Fake reporting makes your job more difficult, but it is always great to WIN, and few have won more than us!;0.968;['dangerâ€¦', 'Immigrants', 'Democrats']
303;303;2018-01-23 13:34:37;112958;955795912374267904;False;24229;Twitter for iPhone;"Nobody knows for sure that the Republicans &amp; Democrats will be able to reach a deal on DACA by February 8, but everyone will be trying....with a big additional focus put on Military Strength and Border Security. The Dems have just learned that a Shutdown is not the answer!";0.8553;['Massive', 'Lowest', 'Numbers']
304;304;2018-01-23 11:55:42;134949;955771016319590400;False;36971;Twitter for iPhone;In one of the biggest stories in a long time, the FBI now says it is missing five months worth of lovers Strzok-Page texts, perhaps 50,000, and all in prime time. Wow!;0.8016;['success', 'wealth', 'months']
305;305;2018-01-23 11:51:04;3377;955769850022055936;False;1115;Twitter for iPhone;In one of the biggest stories in a long time, the FBI says it is now missing five months worth of lovers Strzok - Page texts, perhaps 50,000, all in prime time. Wow!;0.8016;['hostage', 'desire', 'Canâ€™t']
